folder,file,function,cognitive_complexity
bzip2,scc_1_root_1_cadvise.rs.json,show_file_names,1.0
bzip2,scc_1_root_1_cadvise.rs.json,u8_array_to_string,0.0
bzip2,scc_1_root_1_cadvise.rs.json,char_array_to_string,3.0
bzip2,scc_105_hasSuffix_106_mapSuffix.rs.json,has_suffix,1.0
bzip2,scc_105_hasSuffix_106_mapSuffix.rs.json,map_suffix,1.0
bzip2,scc_105_hasSuffix_106_mapSuffix.rs.json,test_has_suffix,0.0
bzip2,scc_105_hasSuffix_106_mapSuffix.rs.json,test_map_suffix,0.0
bzip2,scc_13_uInt64_toAscii.rs.json,uInt64_isZero,3.0
bzip2,scc_13_uInt64_toAscii.rs.json,uInt64_toAscii,2.0
bzip2,scc_13_uInt64_toAscii.rs.json,test_uInt64_toAscii,0.0
bzip2,scc_79_root_46_setExit.rs.json,set_exit,1.0
bzip2,scc_79_root_46_setExit.rs.json,test_set_exit_no_update,0.0
bzip2,scc_102_root_48_redundant.rs.json,mock_fprintf,0.0
bzip2,scc_102_root_48_redundant.rs.json,redundant,0.0
bzip2,scc_102_root_48_redundant.rs.json,test_redundant,0.0
bzip2,scc_10_root_12_uInt64_qrm10.rs.json,uInt64_qrm10,1.0
bzip2,scc_10_root_12_uInt64_qrm10.rs.json,test_uInt64_qrm10_zero_remainder,0.0
bzip2,scc_10_root_12_uInt64_qrm10.rs.json,test_uInt64_qrm10_non_zero_remainder,0.0
bzip2,scc_87_fileExists.rs.json,file_exists,1.0
bzip2,scc_87_fileExists.rs.json,test_file_exists,0.0
bzip2,scc_87_fileExists.rs.json,main,0.0
bzip2,scc_94_copyFileName.rs.json,copy_file_name,1.0
bzip2,scc_94_copyFileName.rs.json,test_copy_file_name_valid,0.0
bzip2,scc_94_copyFileName.rs.json,test_copy_file_name_too_long,0.0
bzip2,scc_9_root_11_uInt64_isZero.rs.json,u_int64_is_zero,3.0
bzip2,scc_9_root_11_uInt64_isZero.rs.json,test_u_int64_is_zero_true,0.0
bzip2,scc_9_root_11_uInt64_isZero.rs.json,test_u_int64_is_zero_false,0.0
bzip2,scc_80_cleanUpAndFail.rs.json,clean_up_and_fail,0.0
bzip2,scc_80_cleanUpAndFail.rs.json,test_delete_output_on_interrupt,0.0
bzip2,scc_80_cleanUpAndFail.rs.json,test_missing_input_file_warning,0.0
bzip2,scc_108_compress.rs.json,compress,16.0
bzip2,scc_108_compress.rs.json,test_compress_valid_input,0.0
bzip2,scc_108_compress.rs.json,test_compress_invalid_input,0.0
bzip2,scc_52_fileExists.rs.json,file_exists,1.0
bzip2,scc_75_license.rs.json,license,0.0
bzip2,scc_75_license.rs.json,test_license_output,0.0
bzip2,scc_82_crcError_83_ioError.rs.json,crc_error,0.0
bzip2,scc_82_crcError_83_ioError.rs.json,io_error,0.0
bzip2,scc_55_root_40_containsDubiousChars.rs.json,contains_dubious_chars,0.0
bzip2,scc_55_root_40_containsDubiousChars.rs.json,contains_dubious_chars,1.0
bzip2,scc_55_root_40_containsDubiousChars.rs.json,test_contains_dubious_chars,0.0
bzip2,scc_88_outOfMemory_scc_89_myMalloc.rs.json,out_of_memory,0.0
bzip2,scc_88_outOfMemory_scc_89_myMalloc.rs.json,my_malloc,1.0
bzip2,scc_88_outOfMemory_scc_89_myMalloc.rs.json,test_out_of_memory,0.0
bzip2,scc_88_outOfMemory_scc_89_myMalloc.rs.json,test_my_malloc,0.0
bzip2,scc_93_mySignalCatcher.rs.json,clean_up_and_fail,0.0
bzip2,scc_93_mySignalCatcher.rs.json,my_signal_catcher,0.0
bzip2,scc_93_mySignalCatcher.rs.json,test_my_signal_catcher,0.0
bzip2,scc_74_usage.rs.json,usage,0.0
bzip2,scc_74_usage.rs.json,test_usage_output,0.0
bzip2,scc_95_mySIGSEGVorSIGBUScatcher.rs.json,my_sigsegv_or_sigbus_catcher,4.0
bzip2,scc_53_root_38_countHardLinks.rs.json,count_hard_links,1.0
bzip2,scc_53_root_38_countHardLinks.rs.json,test_count_hard_links,0.0
bzip2,scc_99_compressStream.rs.json,compress_stream,8.0
bzip2,scc_99_compressStream.rs.json,handle_err,1.0
bzip2,scc_76_root_43_showFileNames.rs.json,show_file_names,1.0
bzip2,scc_76_root_43_showFileNames.rs.json,test_show_file_names_noisy_true,0.0
bzip2,scc_76_root_43_showFileNames.rs.json,test_show_file_names_noisy_false,0.0
bzip2,scc_52_mySIGSEGVorSIGBUScatcher.rs.json,my_sigsegv_or_sigbus_catcher,4.0
bzip2,scc_54_root_39_notAStandardFile.rs.json,not_a_standard_file,4.0
bzip2,scc_54_root_39_notAStandardFile.rs.json,setup,0.0
bzip2,scc_54_root_39_notAStandardFile.rs.json,teardown,0.0
bzip2,scc_54_root_39_notAStandardFile.rs.json,test_not_a_standard_file,0.0
bzip2,scc_43_root_30_uInt64_to_double_scc_44_root_31_uInt64_from_UInt32s.rs.json,test_uInt64_to_double,0.0
bzip2,scc_43_root_30_uInt64_to_double_scc_44_root_31_uInt64_from_UInt32s.rs.json,test_uInt64_from_UInt32s,0.0
bzip2,scc_90_mkCell_91_snoc_string_93_add_flags_from_env_var.rs.json,Cell,35.0
bzip2,scc_90_mkCell_91_snoc_string_93_add_flags_from_env_var.rs.json,getenv,2.0
bzip2,scc_97_testStream.rs.json,test_stream,0.0
bzip2,scc_50_mySignalCatcher.rs.json,my_signal_catcher,0.0
bzip2,scc_49_fopen_output_safely.rs.json,fopen_output_safely,2.0
bzip2,scc_49_fopen_output_safely.rs.json,test_fopen_output_safely,0.0
bzip2,scc_96_configError.rs.json,config_error,0.0
bzip2,scc_96_configError.rs.json,test_config_error_behavior,0.0
bzip2,scc_50_root_36_pad.rs.json,pad,1.0
bzip2,scc_50_root_36_pad.rs.json,test_pad,0.0
bzip2,scc_107_uncompress.rs.json,uncompress,0.0
bzip2,scc_110_main.rs.json,process_link_list,11.0
bzip2,scc_110_main.rs.json,process_cells,13.0
bzip2,scc_110_main.rs.json,main,68.0
bzip2,scc_110_main.rs.json,test_main,0.0
bzip2,scc_80_root_43_showFileNames.c.json,showFileNames,1.0
bzip2,scc_80_root_43_showFileNames.c.json,test_showFileNames_noisyTrue,0.0
bzip2,scc_80_root_43_showFileNames.c.json,test_showFileNames_noisyFalse,0.0
bzip2,scc_119_compress.c.json,compress,58.0
bzip2,scc_119_compress.c.json,test_basic_compression,2.0
bzip2,scc_119_compress.c.json,main,3.0
bzip2,scc_113_root_54_redundant.c.json,mock_fprintf,0.0
bzip2,scc_113_root_54_redundant.c.json,redundant,0.0
bzip2,scc_113_root_54_redundant.c.json,test_redundant,0.0
bzip2,scc_113_root_54_redundant.c.json,main,0.0
bzip2,scc_95_applySavedTimeInfoToOutputFile_96_applySavedFileAttrToOutputFile_97_saveInputFileMetaInfo.c.json,utimbuf,0.0
bzip2,scc_95_applySavedTimeInfoToOutputFile_96_applySavedFileAttrToOutputFile_97_saveInputFileMetaInfo.c.json,saveInputFileMetaInfo,1.0
bzip2,scc_95_applySavedTimeInfoToOutputFile_96_applySavedFileAttrToOutputFile_97_saveInputFileMetaInfo.c.json,applySavedTimeInfoToOutputFile,1.0
bzip2,scc_95_applySavedTimeInfoToOutputFile_96_applySavedFileAttrToOutputFile_97_saveInputFileMetaInfo.c.json,applySavedFileAttrToOutputFile,1.0
bzip2,scc_98_panic.c.json,panic,0.0
bzip2,scc_98_panic.c.json,test_panic,0.0
bzip2,scc_57_root_38_pad.c.json,pad,2.0
bzip2,scc_57_root_38_pad.c.json,test_pad,2.0
bzip2,scc_78_usage.c.json,usage,0.0
bzip2,scc_78_usage.c.json,test_usage_output,0.0
bzip2,scc_78_usage.c.json,main,0.0
bzip2,scc_91_cleanUpAndFail.c.json,cleanUpAndFail,16.0
bzip2,scc_93_crcError_ioError.c.json,crcError,0.0
bzip2,scc_93_crcError_ioError.c.json,ioError,0.0
bzip2,scc_93_crcError_ioError.c.json,test_crcError,0.0
bzip2,scc_93_crcError_ioError.c.json,test_ioError,0.0
bzip2,scc_56_fopen_output_safely.c.json,fopen_output_safely,2.0
bzip2,scc_56_fopen_output_safely.c.json,test_fopen_output_safely,2.0
bzip2,scc_99_outOfMemory_scc_100_myMalloc.c.json,outOfMemory,0.0
bzip2,scc_99_outOfMemory_scc_100_myMalloc.c.json,myMalloc,1.0
bzip2,scc_99_outOfMemory_scc_100_myMalloc.c.json,test_outOfMemory,0.0
bzip2,scc_99_outOfMemory_scc_100_myMalloc.c.json,test_myMalloc,0.0
bzip2,scc_116_hasSuffix_107_mapSuffix.c.json,hasSuffix,2.0
bzip2,scc_116_hasSuffix_107_mapSuffix.c.json,mapSuffix,1.0
bzip2,scc_116_hasSuffix_107_mapSuffix.c.json,test_hasSuffix,0.0
bzip2,scc_116_hasSuffix_107_mapSuffix.c.json,test_mapSuffix,0.0
bzip2,scc_121_main.c.json,main,80.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,zzzz,0.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,mkCell,0.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,snocString,4.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,test_snocString,0.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,addFlagsFromEnvVar,24.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,getenv,1.0
bzip2,scc_101_mkCell_102_snoc_string_103_add_flags_from_env_var.c.json,test_addFlagsFromEnvVar,0.0
bzip2,scc_111_testf.c.json,testf,21.0
bzip2,scc_87_fileExists.c.json,fileExists,1.0
bzip2,scc_87_fileExists.c.json,test_fileExists,0.0
bzip2,scc_107_configError.c.json,configError,0.0
bzip2,scc_107_configError.c.json,test_configError_behavior,0.0
bzip2,scc_9_root_4_cadvise.c.json,cadvise,1.0
bzip2,scc_9_root_4_cadvise.c.json,showFileNames,1.0
bzip2,scc_92_compressedStreamEOF.c.json,compressedStreamEOF,1.0
bzip2,scc_92_compressedStreamEOF.c.json,mock_cleanUpAndFail,0.0
bzip2,scc_92_compressedStreamEOF.c.json,test_compressedStreamEOF,2.0
bzip2,scc_59_root_40_notAStandardFile.c.json,notAStandardFile,2.0
bzip2,scc_106_mySIGSEGVorSIGBUScatcher.c.json,mySIGSEGVorSIGBUScatcher,4.0
bzip2,scc_106_mySIGSEGVorSIGBUScatcher.c.json,test_mySIGSEGVorSIGBUScatcher,0.0
bzip2,scc_106_mySIGSEGVorSIGBUScatcher.c.json,main,0.0
bzip2,scc_51_root_33_uInt64_to_double_scc_52.c.json,uInt64_to_double,1.0
bzip2,scc_51_root_33_uInt64_to_double_scc_52.c.json,uInt64_from_UInt32s,0.0
bzip2,scc_51_root_33_uInt64_to_double_scc_52.c.json,test_uInt64_to_double,2.0
bzip2,scc_51_root_33_uInt64_to_double_scc_52.c.json,test_uInt64_from_UInt32s,0.0
bzip2,scc_51_root_33_uInt64_to_double_scc_52.c.json,main,5.0
bzip2,scc_60_root_41_containsDubiousChars.c.json,containsDubiousChars,0.0
bzip2,scc_60_root_41_containsDubiousChars.c.json,test_containsDubiousChars,0.0
bzip2,scc_108_testStream.c.json,testStream,40.0
bzip2,scc_108_testStream.c.json,test_testStream,0.0
bzip2,scc_108_testStream.c.json,main,3.0
bzip2,scc_118_uncompress.c.json,uncompress,76.0
bzip2,scc_118_uncompress.c.json,test_uncompress_valid_file,0.0
bzip2,scc_118_uncompress.c.json,main,3.0
bzip2,scc_104_mySignalCatcher.c.json,mySignalCatcher,0.0
bzip2,scc_104_mySignalCatcher.c.json,cleanUpAndFail,0.0
bzip2,scc_104_mySignalCatcher.c.json,test_mySignalCatcher,0.0
bzip2,scc_104_mySignalCatcher.c.json,main,3.0
bzip2,scc_19_root_12_uInt64_isZero.c.json,uInt64_isZero,3.0
bzip2,scc_19_root_12_uInt64_isZero.c.json,test_uInt64_isZero_True,0.0
bzip2,scc_19_root_12_uInt64_isZero.c.json,test_uInt64_isZero_False,0.0
bzip2,scc_105_copyFileName.c.json,copyFileName,1.0
bzip2,scc_105_copyFileName.c.json,test_copyFileName_valid,0.0
bzip2,scc_105_copyFileName.c.json,test_copyFileName_tooLong,0.0
bzip2,scc_58_root_39_countHardLinks.c.json,countHardLinks,1.0
bzip2,scc_58_root_39_countHardLinks.c.json,test_countHardLinks,0.0
bzip2,scc_58_root_39_countHardLinks.c.json,main,3.0
bzip2,scc_21_uInt64_toAscii.c.json,uInt64_isZero,3.0
bzip2,scc_21_uInt64_toAscii.c.json,uInt64_toAscii,2.0
bzip2,scc_21_uInt64_toAscii.c.json,test_uInt64_toAscii,0.0
bzip2,scc_21_uInt64_toAscii.c.json,main,3.0
bzip2,scc_20_root_13_uInt64_qrm10.c.json,uInt64_qrm10,1.0
bzip2,scc_20_root_13_uInt64_qrm10.c.json,test_uInt64_qrm10_zero_remainder,1.0
bzip2,scc_20_root_13_uInt64_qrm10.c.json,test_uInt64_qrm10_non_zero_remainder,1.0
bzip2,scc_109_uncompressStream.c.json,uncompressStream,82.0
bzip2,scc_110_compressStream.c.json,compressStream,41.0
bzip2,scc_79_license.c.json,license,0.0
bzip2,scc_79_license.c.json,test_license_output,0.0
bzip2,scc_79_license.c.json,main,0.0
